file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	maxnode	total
../thesis/xml/REAL-FM-1.xml	fujii	NONE	0.0000000000	0.004	0	1.65299e+13	1179	88.0	113.0	1.0	100.0		100.0	437	437
../thesis/xml/REAL-FM-1.xml	fujita	NONE	0.0100000000	0.004	0	1.65299e+13	447	88.0	113.0	1.0	100.0		100.0	163	163
../thesis/xml/REAL-FM-1.xml	mendonca	NONE	0.0043929460	0.004	0	1.65299e+13	432	88.0	113.0	1.0	100.0		100.0	145	145
../thesis/xml/REAL-FM-1.xml	MINCE	NONE	0.0200000000	0.004	0	1.65299e+13	337	88.0	113.0	1.0	100.0		100.0	150	150
../thesis/xml/linux_arch.xml	malik_fanin	NONE	0.0100000000	0	0	3.4316e+32	6575	121.0	144.0	2.0	63.22314049586777	52.01033349223366	63.22314049586777	83	101
../thesis/xml/linux_arch.xml	FORCE	NONE		0	0	3.4316e+32	3429	121.0	144.0	2.0	63.22314049586777	52.01033349223366	63.22314049586777	78	93
../thesis/xml/linux_arch.xml	narodyska	NONE	0.0500000000	0	0	3.4316e+32	6799	121.0	144.0	2.0	63.22314049586777	52.01033349223366	63.22314049586777	75	92
../thesis/xml/linux_arch.xml	malik_level	NONE	0.0100000000	0.004	0	3.4316e+32	6242	121.0	144.0	2.0	63.22314049586777	52.01033349223366	63.22314049586777	83	99
../thesis/xml/linux_arch.xml	fujii	NONE	0.0000000000	0	0	3.4316e+32	7418	121.0	144.0	2.0	63.22314049586777	52.01033349223366	63.22314049586777	164	210
../thesis/xml/linux_arch.xml	fujita	NONE	0.0100000000	0.004	0	3.4316e+32	6709	121.0	144.0	2.0	63.22314049586777	52.01033349223366	63.22314049586777	75	91
../thesis/xml/linux_arch.xml	mendonca	NONE	0.0109760750	0	0	3.4316e+32	6751	121.0	144.0	2.0	63.22314049586777	52.01033349223366	63.22314049586777	48	66
../thesis/xml/linux_arch.xml	MINCE	NONE	0.0100000000	0	0	3.4316e+32	3353	121.0	144.0	2.0	63.22314049586777	52.01033349223366	63.22314049586777	42	57
